first_column,path_no,o_zone_id,d_zone_id,od_pair,o_sindex,d_sindex,within_OD_path_no,path_id,activity_zone_sequence,activity_agent_type_sequence,information_type,agent_type,demand_period,volume,OD_relative_gap,travel_time,path_gap,preload_volume,volume_before_odme,volume_after_odme,volume_diff_odme,rt_new_path_flag,volume_before_sa,volume_after_sa,volume_diff_sa,simu_volume,subarea_flag,OD_impact_flag,at_OD_impact_flag,path_impact_flag,toll,#_of_nodes,#_of_sensor_links,#_of_SA_links,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,distance_mile,node_sequence,link_sequence, ODME_TT_0,ODME_TT_1,ODME_TT_2,ODME_Vol_0,ODME_Vol_1,ODME_Vol_2,geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence,
,902,15,24,14,23,15->24,1,2,,,0,d,am,32.5073,0.0788,0.0465,0.0208,0.0000,32.5073,32.5073,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0465,0.0465,0.0180,0.0112,15;19;20;22;23;24;,45;59;63;70;73;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",,,0.003;0.004;0.005;0.004;0.002;,0.003;0.004;0.005;0.004;0.002;,
,903,16,1,15,0,16->1,0,1,,,0,d,am,329.2118,0.0319,0.0419,0.0000,0.0000,329.2118,329.2118,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0419,0.0419,0.0180,0.0112,16;8;6;2;1;,47;19;14;3;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)",,,0.005;0.002;0.005;0.006;,0.005;0.002;0.005;0.006;,
,904,16,1,15,0,16->1,2,3,,,0,d,am,124.4492,0.0319,0.0440,0.0018,0.0000,124.4492,124.4492,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0440,0.0440,0.0210,0.0131,16;18;7;8;6;2;1;,50;54;17;19;14;3;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)",,,0.003;0.002;0.003;0.002;0.005;0.006;,0.003;0.002;0.003;0.002;0.005;0.006;,
,905,16,1,15,0,16->1,1,2,,,0,d,am,46.3390,0.0319,0.0532,0.0103,0.0000,46.3390,46.3390,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0532,0.0532,0.0330,0.0205,16;18;7;8;9;5;4;3;1;,50;54;17;21;23;11;8;5;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",,,0.003;0.002;0.003;0.010;0.005;0.002;0.004;0.004;,0.003;0.002;0.003;0.010;0.005;0.002;0.004;0.004;,
,906,16,2,15,1,16->2,0,1,,,0,d,am,267.3719,0.0615,0.0359,0.0000,0.0000,267.3719,267.3719,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0359,0.0359,0.0120,0.0075,16;8;6;2;,47;19;14;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)",,,0.005;0.002;0.005;,0.005;0.002;0.005;,
,907,16,2,15,1,16->2,2,3,,,0,d,am,99.5594,0.0615,0.0380,0.0018,0.0000,99.5594,99.5594,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0380,0.0380,0.0150,0.0093,16;18;7;8;6;2;,50;54;17;19;14;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)",,,0.003;0.002;0.003;0.002;0.005;,0.003;0.002;0.003;0.002;0.005;,
,908,16,2,15,1,16->2,1,2,,,0,d,am,33.0687,0.0615,0.0592,0.0223,0.0000,33.0687,33.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,10,0,0,0.1,0.0592,0.0592,0.0390,0.0242,16;18;7;8;9;5;4;3;1;2;,50;54;17;21;23;11;8;5;1;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,,0.003;0.002;0.003;0.010;0.005;0.002;0.004;0.004;0.006;,0.003;0.002;0.003;0.010;0.005;0.002;0.004;0.004;0.006;,
,909,16,3,15,2,16->3,3,4,,,0,d,am,49.8614,0.0279,0.0459,0.0008,0.0000,49.8614,49.8614,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0459,0.0459,0.0220,0.0137,16;8;6;2;1;3;,47;19;14;3;2;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962)",,,0.005;0.002;0.005;0.006;0.004;,0.005;0.002;0.005;0.006;0.004;,
,910,16,3,15,2,16->3,0,1,,,0,d,am,81.3153,0.0279,0.0451,0.0000,0.0000,81.3153,81.3153,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0451,0.0451,0.0170,0.0106,16;8;6;5;4;3;,47;19;15;11;8;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",,,0.005;0.002;0.004;0.002;0.004;,0.005;0.002;0.004;0.002;0.004;,
,911,16,3,15,2,16->3,4,5,,,0,d,am,9.4442,0.0279,0.0523,0.0057,0.0000,9.4442,9.4442,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.1,0.0523,0.0523,0.0180,0.0112,16;10;9;5;4;3;,48;26;23;11;8;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",,,0.004;0.003;0.005;0.002;0.004;,0.004;0.003;0.005;0.002;0.004;,
,912,16,3,15,2,16->3,2,3,,,0,d,am,19.6411,0.0279,0.0480,0.0026,0.0000,19.6411,19.6411,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.0,0.0480,0.0480,0.0250,0.0155,16;18;7;8;6;2;1;3;,50;54;17;19;14;3;2;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962)",,,0.003;0.002;0.003;0.002;0.005;0.006;0.004;,0.003;0.002;0.003;0.002;0.005;0.006;0.004;,
,913,16,3,15,2,16->3,1,2,,,0,d,am,39.7380,0.0279,0.0492,0.0030,0.0000,39.7380,39.7380,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.0,0.0492,0.0492,0.0290,0.0180,16;18;7;8;9;5;4;3;,50;54;17;21;23;11;8;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",,,0.003;0.002;0.003;0.010;0.005;0.002;0.004;,0.003;0.002;0.003;0.010;0.005;0.002;0.004;,
,914,16,4,15,3,16->4,0,1,,,0,d,am,524.1523,0.0246,0.0406,0.0000,0.0000,524.1523,524.1523,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0406,0.0406,0.0130,0.0081,16;8;6;5;4;,47;19;15;11;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654)",,,0.005;0.002;0.004;0.002;,0.005;0.002;0.004;0.002;,
,915,16,4,15,3,16->4,3,4,,,0,d,am,37.7767,0.0246,0.0478,0.0057,0.0000,37.7767,37.7767,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0478,0.0478,0.0140,0.0087,16;10;9;5;4;,48;26;23;11;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",,,0.004;0.003;0.005;0.002;,0.004;0.003;0.005;0.002;,
,916,16,4,15,3,16->4,2,3,,,0,d,am,79.1188,0.0246,0.0428,0.0018,0.0000,79.1188,79.1188,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0428,0.0428,0.0160,0.0099,16;18;7;8;6;5;4;,50;54;17;19;15;11;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654)",,,0.003;0.002;0.003;0.002;0.004;0.002;,0.003;0.002;0.003;0.002;0.004;0.002;,
,917,16,4,15,3,16->4,1,2,,,0,d,am,158.9521,0.0246,0.0447,0.0030,0.0000,158.9521,158.9521,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0447,0.0447,0.0250,0.0155,16;18;7;8;9;5;4;,50;54;17;21;23;11;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",,,0.003;0.002;0.003;0.010;0.005;0.002;,0.003;0.002;0.003;0.010;0.005;0.002;,
,918,16,5,15,4,16->5,0,1,,,0,d,am,327.5952,0.0261,0.0381,0.0000,0.0000,327.5952,327.5952,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0381,0.0381,0.0110,0.0068,16;8;6;5;,47;19;15;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034)",,,0.005;0.002;0.004;,0.005;0.002;0.004;,
,919,16,5,15,4,16->5,3,4,,,0,d,am,23.6105,0.0261,0.0453,0.0057,0.0000,23.6105,23.6105,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0453,0.0453,0.0120,0.0075,16;10;9;5;,48;26;23;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034)",,,0.004;0.003;0.005;,0.004;0.003;0.005;,
,920,16,5,15,4,16->5,2,3,,,0,d,am,49.4492,0.0261,0.0403,0.0018,0.0000,49.4492,49.4492,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0403,0.0403,0.0140,0.0087,16;18;7;8;6;5;,50;54;17;19;15;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034)",,,0.003;0.002;0.003;0.002;0.004;,0.003;0.002;0.003;0.002;0.004;,
,921,16,5,15,4,16->5,1,2,,,0,d,am,99.3451,0.0261,0.0422,0.0030,0.0000,99.3451,99.3451,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0422,0.0422,0.0230,0.0143,16;18;7;8;9;5;,50;54;17;21;23;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034)",,,0.003;0.002;0.003;0.010;0.005;,0.003;0.002;0.003;0.010;0.005;,
,922,16,6,15,5,16->6,0,1,,,0,d,am,601.8117,0.0741,0.0287,0.0000,0.0000,601.8117,601.8117,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0287,0.0287,0.0070,0.0044,16;8;6;,47;19;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586)",,,0.005;0.002;,0.005;0.002;,
,923,16,6,15,5,16->6,2,3,,,0,d,am,224.0086,0.0741,0.0309,0.0018,0.0000,224.0086,224.0086,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0309,0.0309,0.0100,0.0062,16;18;7;8;6;,50;54;17;19;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586)",,,0.003;0.002;0.003;0.002;,0.003;0.002;0.003;0.002;,
,924,16,6,15,5,16->6,1,2,,,0,d,am,74.1796,0.0741,0.0513,0.0219,0.0000,74.1796,74.1796,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0513,0.0513,0.0270,0.0168,16;18;7;8;9;5;6;,50;54;17;21;23;12;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.711644 43.587586)",,,0.003;0.002;0.003;0.010;0.005;0.004;,0.003;0.002;0.003;0.010;0.005;0.004;,
,925,16,7,15,6,16->7,0,1,,,0,d,am,1400.0000,0.0000,0.0056,0.0000,0.0000,1400.0000,1400.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0056,0.0056,0.0050,0.0031,16;18;7;,50;54;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",,,0.003;0.002;,0.003;0.002;,
,926,16,8,15,7,16->8,1,2,,,0,d,am,767.5767,0.0500,0.0132,0.0018,0.0000,767.5767,767.5767,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0132,0.0132,0.0080,0.0050,16;18;7;8;,50;54;17;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",,,0.003;0.002;0.003;,0.003;0.002;0.003;,
,927,16,9,15,8,16->9,3,4,,,0,d,am,381.9814,0.0963,0.0288,0.0000,0.0000,381.9814,381.9814,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0288,0.0288,0.0150,0.0093,16;8;9;,47;21;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.731241 43.548596)",,,0.005;0.010;,0.005;0.010;,
,928,16,9,15,8,16->9,0,1,,,0,d,am,556.4010,0.0963,0.0340,0.0045,0.0000,556.4010,556.4010,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0340,0.0340,0.0070,0.0044,16;10;9;,48;26;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596)",,,0.004;0.003;,0.004;0.003;,
,929,16,9,15,8,16->9,2,3,,,0,d,am,43.1598,0.0963,0.0498,0.0219,0.0000,43.1598,43.1598,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0498,0.0498,0.0160,0.0099,16;8;6;5;9;,47;19;15;13;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596)",,,0.005;0.002;0.004;0.005;,0.005;0.002;0.004;0.005;,
,930,16,9,15,8,16->9,1,2,,,0,d,am,418.4579,0.0963,0.0309,0.0018,0.0000,418.4579,418.4579,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0309,0.0309,0.0180,0.0112,16;18;7;8;9;,50;54;17;21;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596)",,,0.003;0.002;0.003;0.010;,0.003;0.002;0.003;0.010;,
,931,16,10,15,9,16->10,3,4,,,0,d,am,15.3147,0.1131,0.0762,0.0520,0.0000,15.3147,15.3147,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0762,0.0762,0.0370,0.0230,16;8;6;2;1;3;12;11;10;,47;19;14;3;2;7;36;32;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271)",,,0.005;0.002;0.005;0.006;0.004;0.004;0.006;0.005;,0.005;0.002;0.005;0.006;0.004;0.004;0.006;0.005;,
,932,16,10,15,9,16->10,2,3,,,0,d,am,393.7015,0.1131,0.0380,0.0116,0.0000,393.7015,393.7015,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0380,0.0380,0.0210,0.0131,16;18;7;8;9;10;,50;54;17;21;25;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271)",,,0.003;0.002;0.003;0.010;0.003;,0.003;0.002;0.003;0.010;0.003;,
,933,16,10,15,9,16->10,1,2,,,0,d,am,381.3979,0.1131,0.0395,0.0138,0.0000,381.3979,381.3979,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0395,0.0395,0.0200,0.0124,16;18;20;19;15;10;,50;56;61;57;43;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271)",,,0.003;0.004;0.004;0.003;0.006;,0.003;0.004;0.004;0.003;0.006;,
,934,16,11,15,10,16->11,0,1,,,0,d,am,1138.5191,0.0786,0.0401,0.0000,0.0000,1138.5191,1138.5191,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0401,0.0401,0.0090,0.0056,16;10;11;,48;27;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.746841 43.544131)",,,0.004;0.005;,0.004;0.005;,
,935,16,11,15,10,16->11,3,4,,,0,d,am,36.6827,0.0786,0.0641,0.0258,0.0000,36.6827,36.6827,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0641,0.0641,0.0320,0.0199,16;8;6;2;1;3;12;11;,47;19;14;3;2;7;36;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131)",,,0.005;0.002;0.005;0.006;0.004;0.004;0.006;,0.005;0.002;0.005;0.006;0.004;0.004;0.006;,
,936,16,11,15,10,16->11,1,2,,,0,d,am,122.5584,0.0786,0.0542,0.0143,0.0000,122.5584,122.5584,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0542,0.0542,0.0310,0.0193,16;18;7;8;9;5;4;11;,50;54;17;21;23;11;10;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",,,0.003;0.002;0.003;0.010;0.005;0.002;0.006;,0.003;0.002;0.003;0.010;0.005;0.002;0.006;,
,937,16,11,15,10,16->11,4,5,,,0,d,am,55.2687,0.0786,0.0511,0.0116,0.0000,55.2687,55.2687,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0511,0.0511,0.0260,0.0162,16;18;7;8;9;10;11;,50;54;17;21;25;27;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131)",,,0.003;0.002;0.003;0.010;0.003;0.005;,0.003;0.002;0.003;0.010;0.003;0.005;,
,938,16,11,15,10,16->11,2,3,,,0,d,am,46.9712,0.0786,0.0577,0.0184,0.0000,46.9712,46.9712,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0577,0.0577,0.0260,0.0162,16;18;20;21;24;23;14;11;,50;56;62;66;76;71;40;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306, -96.746841 43.544131)",,,0.003;0.004;0.006;0.003;0.002;0.004;0.004;,0.003;0.004;0.006;0.003;0.002;0.004;0.004;,
,939,16,12,15,11,16->12,3,4,,,0,d,am,174.1361,0.0351,0.0500,0.0008,0.0000,174.1361,174.1361,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0500,0.0500,0.0260,0.0162,16;8;6;2;1;3;12;,47;19;14;3;2;7;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941)",,,0.005;0.002;0.005;0.006;0.004;0.004;,0.005;0.002;0.005;0.006;0.004;0.004;,
,940,16,12,15,11,16->12,4,5,,,0,d,am,178.7289,0.0351,0.0492,0.0011,0.0000,178.7289,178.7289,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0492,0.0492,0.0210,0.0131,16;8;6;5;4;3;12;,47;19;15;11;8;7;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",,,0.005;0.002;0.004;0.002;0.004;0.004;,0.005;0.002;0.004;0.002;0.004;0.004;,
,941,16,12,15,11,16->12,0,1,,,0,d,am,67.7394,0.0351,0.0551,0.0049,0.0000,67.7394,67.7394,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.1,0.0551,0.0551,0.0150,0.0093,16;10;11;12;,48;27;33;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941)",,,0.004;0.005;0.006;,0.004;0.005;0.006;,
,942,16,12,15,11,16->12,5,6,,,0,d,am,32.6758,0.0351,0.0564,0.0057,0.0000,32.6758,32.6758,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0564,0.0564,0.0220,0.0137,16;10;9;5;4;3;12;,48;26;23;11;8;7;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",,,0.004;0.003;0.005;0.002;0.004;0.004;,0.004;0.003;0.005;0.002;0.004;0.004;,
,943,16,12,15,11,16->12,2,3,,,0,d,am,68.3650,0.0351,0.0521,0.0026,0.0000,68.3650,68.3650,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0521,0.0521,0.0290,0.0180,16;18;7;8;6;2;1;3;12;,50;54;17;19;14;3;2;7;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941)",,,0.003;0.002;0.003;0.002;0.005;0.006;0.004;0.004;,0.003;0.002;0.003;0.002;0.005;0.006;0.004;0.004;,
,944,16,12,15,11,16->12,1,2,,,0,d,am,138.7043,0.0351,0.0533,0.0030,0.0000,138.7043,138.7043,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0533,0.0533,0.0330,0.0205,16;18;7;8;9;5;4;3;12;,50;54;17;21;23;11;8;7;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",,,0.003;0.002;0.003;0.010;0.005;0.002;0.004;0.004;,0.003;0.002;0.003;0.010;0.005;0.002;0.004;0.004;,
