first_column,path_no,o_zone_id,d_zone_id,od_pair,o_sindex,d_sindex,within_OD_path_no,path_id,activity_zone_sequence,activity_mode_type_sequence,information_type,mode_type,demand_period,volume,OD_relative_gap,travel_time,path_gap,preload_volume,volume_before_odme,volume_after_odme,volume_diff_odme,rt_new_path_flag,volume_before_sa,volume_after_sa,volume_diff_sa,simu_volume,subarea_flag,OD_impact_flag,at_OD_impact_flag,path_impact_flag,toll,#_of_nodes,#_of_sensor_links,#_of_SA_links,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,distance_mile,node_sequence,link_sequence, geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence,
,676,12,18,11,17,12->18,3,4,,,0,auto,am,8.7418,0.0615,0.0537,0.0069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0537,0.0537,0.0290,0.0180,12;3;1;2;6;8;16;18;,35;5;1;4;16;22;50;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744)",,,0.004;0.004;0.006;0.005;0.002;0.005;0.003;,0.004;0.004;0.006;0.005;0.002;0.005;0.003;,
,677,12,18,11,17,12->18,0,1,,,0,auto,am,18.6916,0.0615,0.0552,0.0082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.1,0.0552,0.0552,0.0180,0.0112,12;11;10;16;18;,36;32;29;50;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.711382 43.546744, -96.694078 43.546744)",,,0.006;0.005;0.004;0.003;,0.006;0.005;0.004;0.003;,
,678,12,18,11,17,12->18,6,7,,,0,auto,am,8.8025,0.0615,0.0525,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0525,0.0525,0.0240,0.0149,12;3;4;5;6;8;16;18;,35;6;9;12;16;22;50;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744)",,,0.004;0.004;0.002;0.004;0.002;0.005;0.003;,0.004;0.004;0.002;0.004;0.002;0.005;0.003;,
,679,12,18,11,17,12->18,4,5,,,0,auto,am,18.4260,0.0615,0.0587,0.0109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0587,0.0587,0.0250,0.0155,12;3;4;5;9;10;16;18;,35;6;9;13;25;29;50;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.546744, -96.694078 43.546744)",,,0.004;0.004;0.002;0.005;0.003;0.004;0.003;,0.004;0.004;0.002;0.005;0.003;0.004;0.003;,
,680,12,18,11,17,12->18,7,8,,,0,auto,am,23.4128,0.0615,0.0491,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0491,0.0491,0.0200,0.0124,12;13;24;21;20;18;,37;39;75;64;60;,"LINESTRING (-96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744)",,,0.003;0.004;0.003;0.006;0.004;,0.003;0.004;0.003;0.006;0.004;,
,681,12,19,11,18,12->19,2,3,,,0,auto,am,92.7310,0.0371,0.0454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0454,0.0454,0.0200,0.0124,12;11;10;15;19;,36;32;28;45;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591)",,,0.006;0.005;0.006;0.003;,0.006;0.005;0.006;0.003;,
,682,12,19,11,18,12->19,0,1,,,0,auto,am,89.3746,0.0371,0.0463,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0463,0.0463,0.0180,0.0112,12;11;14;15;19;,36;34;41;45;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591)",,,0.006;0.004;0.005;0.003;,0.006;0.004;0.005;0.003;,
,683,12,19,11,18,12->19,1,2,,,0,auto,am,104.6015,0.0371,0.0490,0.0027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.0,0.0490,0.0490,0.0270,0.0168,12;3;4;5;9;10;15;19;,35;6;9;13;25;28;45;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591)",,,0.004;0.004;0.002;0.005;0.003;0.006;0.003;,0.004;0.004;0.002;0.005;0.003;0.006;0.003;,
,684,12,19,11,18,12->19,3,4,,,0,auto,am,13.2929,0.0371,0.0550,0.0084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0550,0.0550,0.0180,0.0112,12;13;24;21;22;15;19;,37;39;75;65;67;45;,"LINESTRING (-96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591)",,,0.003;0.004;0.003;0.002;0.003;0.003;,0.003;0.004;0.003;0.002;0.003;0.003;,
,685,12,20,11,19,12->20,2,3,,,0,auto,am,14.7967,0.0719,0.0580,0.0141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0580,0.0580,0.0330,0.0205,12;3;1;2;6;8;16;18;20;,35;5;1;4;16;22;50;56;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333)",,,0.004;0.004;0.006;0.005;0.002;0.005;0.003;0.004;,0.004;0.004;0.006;0.005;0.002;0.005;0.003;0.004;,
,686,12,20,11,19,12->20,0,1,,,0,auto,am,299.5534,0.0719,0.0448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0448,0.0448,0.0160,0.0099,12;13;24;21;20;,37;39;75;64;,"LINESTRING (-96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485, -96.711185 43.515333)",,,0.003;0.004;0.003;0.006;,0.003;0.004;0.003;0.006;,
,687,12,20,11,19,12->20,1,2,,,0,auto,am,33.8547,0.0719,0.0612,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0612,0.0612,0.0310,0.0193,12;3;4;5;9;10;15;19;20;,35;6;9;13;25;28;45;59;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333)",,,0.004;0.004;0.002;0.005;0.003;0.006;0.003;0.004;,0.004;0.004;0.002;0.005;0.003;0.006;0.003;0.004;,
,688,12,20,11,19,12->20,3,4,,,0,auto,am,14.1651,0.0719,0.0630,0.0182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0630,0.0630,0.0290,0.0180,12;3;4;5;9;10;16;18;20;,35;6;9;13;25;29;50;56;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333)",,,0.004;0.004;0.002;0.005;0.003;0.004;0.003;0.004;,0.004;0.004;0.002;0.005;0.003;0.004;0.003;0.004;,
,689,12,20,11,19,12->20,4,5,,,0,auto,am,37.6300,0.0719,0.0506,0.0064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.1,0.0506,0.0506,0.0180,0.0112,12;13;24;23;22;20;,37;39;76;72;68;,"LINESTRING (-96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.731241 43.514858, -96.711185 43.515333)",,,0.003;0.004;0.002;0.004;0.005;,0.003;0.004;0.002;0.004;0.005;,
,690,12,21,11,20,12->21,0,1,,,0,auto,am,280.1535,0.0819,0.0341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0341,0.0341,0.0100,0.0062,12;13;24;21;,37;39;75;,"LINESTRING (-96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485)",,,0.003;0.004;0.003;,0.003;0.004;0.003;,
,691,12,21,11,20,12->21,1,2,,,0,auto,am,19.8465,0.0819,0.0715,0.0387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,10,0,0,0.1,0.0715,0.0715,0.0370,0.0230,12;3;4;5;9;10;15;19;20;21;,35;6;9;13;25;28;45;59;62;,"LINESTRING (-96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.730979 43.510485)",,,0.004;0.004;0.002;0.005;0.003;0.006;0.003;0.004;0.006;,0.004;0.004;0.002;0.005;0.003;0.006;0.003;0.004;0.006;,
,692,12,22,11,21,12->22,2,3,,,0,auto,am,25.8578,0.0238,0.0513,0.0134,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.1,0.0513,0.0513,0.0180,0.0112,12;11;14;15;22;,36;34;41;46;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858)",,,0.006;0.004;0.005;0.003;,0.006;0.004;0.005;0.003;,
,693,12,22,11,21,12->22,0,1,,,0,auto,am,460.9594,0.0238,0.0407,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0407,0.0407,0.0120,0.0075,12;13;24;21;22;,37;39;75;65;,"LINESTRING (-96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485, -96.731241 43.514858)",,,0.003;0.004;0.003;0.002;,0.003;0.004;0.003;0.002;,
,694,12,22,11,21,12->22,1,2,,,0,auto,am,213.1828,0.0238,0.0397,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0397,0.0397,0.0130,0.0081,12;13;24;23;22;,37;39;76;72;,"LINESTRING (-96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.731241 43.514858)",,,0.003;0.004;0.002;0.004;,0.003;0.004;0.002;0.004;,
,695,12,23,11,22,12->23,1,2,,,0,auto,am,62.3220,0.0375,0.0381,0.0117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0381,0.0381,0.0140,0.0087,12;11;14;23;,36;34;42;,"LINESTRING (-96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858)",,,0.006;0.004;0.004;,0.006;0.004;0.004;,
,696,12,23,11,22,12->23,0,1,,,0,auto,am,637.6780,0.0375,0.0275,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0275,0.0275,0.0090,0.0056,12;13;24;23;,37;39;76;,"LINESTRING (-96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858)",,,0.003;0.004;0.002;,0.003;0.004;0.002;,
,697,12,24,11,23,12->24,0,1,,,0,auto,am,500.0000,0.0000,0.0222,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0222,0.0222,0.0070,0.0044,12;13;24;,37;39;,"LINESTRING (-96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164)",,,0.003;0.004;,0.003;0.004;,
,698,13,1,12,0,13->1,0,1,,,0,auto,am,500.0000,0.0000,0.0112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0112,0.0112,0.0110,0.0068,13;12;3;1;,38;35;5;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",,,0.003;0.004;0.004;,0.003;0.004;0.004;,
,699,13,2,12,1,13->2,0,1,,,0,auto,am,300.0000,0.0000,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0172,0.0172,0.0170,0.0106,13;12;3;1;2;,38;35;5;1;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,,0.003;0.004;0.004;0.006;,0.003;0.004;0.004;0.006;,
,700,13,3,12,2,13->3,0,1,,,0,auto,am,100.0000,0.0000,0.0072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0072,0.0072,0.0070,0.0044,13;12;3;,38;35;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962)",,,0.003;0.004;,0.003;0.004;,
,701,13,4,12,3,13->4,0,1,,,0,auto,am,600.0000,0.0000,0.0117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0117,0.0117,0.0110,0.0068,13;12;3;4;,38;35;6;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654)",,,0.003;0.004;0.004;,0.003;0.004;0.004;,
,702,13,5,12,4,13->5,0,1,,,0,auto,am,200.0000,0.0000,0.0141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0141,0.0141,0.0130,0.0081,13;12;3;4;5;,38;35;6;9;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034)",,,0.003;0.004;0.004;0.002;,0.003;0.004;0.004;0.002;,
,703,13,6,12,5,13->6,1,2,,,0,auto,am,109.9392,0.0192,0.0244,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0244,0.0244,0.0220,0.0137,13;12;3;1;2;6;,38;35;5;1;4;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586)",,,0.003;0.004;0.004;0.006;0.005;,0.003;0.004;0.004;0.006;0.005;,
,704,13,6,12,5,13->6,0,1,,,0,auto,am,90.0608,0.0192,0.0232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0232,0.0232,0.0170,0.0106,13;12;3;4;5;6;,38;35;6;9;12;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586)",,,0.003;0.004;0.004;0.002;0.004;,0.003;0.004;0.004;0.002;0.004;,
,705,13,7,12,6,13->7,2,3,,,0,auto,am,59.2303,0.0431,0.0490,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.0,0.0490,0.0490,0.0270,0.0168,13;12;3;1;2;6;8;7;,38;35;5;1;4;16;20;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844)",,,0.003;0.004;0.004;0.006;0.005;0.002;0.003;,0.003;0.004;0.004;0.006;0.005;0.002;0.003;,
,706,13,7,12,6,13->7,6,7,,,0,auto,am,39.3519,0.0431,0.0478,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.0,0.0478,0.0478,0.0220,0.0137,13;12;3;4;5;6;8;7;,38;35;6;9;12;16;20;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844)",,,0.003;0.004;0.004;0.002;0.004;0.002;0.003;,0.003;0.004;0.004;0.002;0.004;0.002;0.003;,
,707,13,7,12,6,13->7,1,2,,,0,auto,am,58.9652,0.0431,0.0510,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0510,0.0510,0.0310,0.0193,13;12;3;4;5;9;8;7;,38;35;6;9;13;24;20;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844)",,,0.003;0.004;0.004;0.002;0.005;0.010;0.003;,0.003;0.004;0.004;0.002;0.005;0.010;0.003;,
,708,13,7,12,6,13->7,3,4,,,0,auto,am,15.6259,0.0431,0.0588,0.0116,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,10,0,0,0.1,0.0588,0.0588,0.0340,0.0211,13;12;3;1;2;6;8;16;18;7;,38;35;5;1;4;16;22;50;54;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",,,0.003;0.004;0.004;0.006;0.005;0.002;0.005;0.003;0.002;,0.003;0.004;0.004;0.006;0.005;0.002;0.005;0.003;0.002;,
,709,13,7,12,6,13->7,4,5,,,0,auto,am,14.9944,0.0431,0.0639,0.0157,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,10,0,0,0.1,0.0639,0.0639,0.0300,0.0186,13;12;3;4;5;9;10;16;18;7;,38;35;6;9;13;25;29;50;54;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",,,0.003;0.004;0.004;0.002;0.005;0.003;0.004;0.003;0.002;,0.003;0.004;0.004;0.002;0.005;0.003;0.004;0.003;0.002;,
,710,13,7,12,6,13->7,0,1,,,0,auto,am,194.2023,0.0431,0.0481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0481,0.0481,0.0190,0.0118,13;24;21;20;18;7;,39;75;64;60;54;,"LINESTRING (-96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844)",,,0.004;0.003;0.006;0.004;0.002;,0.004;0.003;0.006;0.004;0.002;,
,711,13,7,12,6,13->7,5,6,,,0,auto,am,17.6300,0.0431,0.0540,0.0064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0540,0.0540,0.0210,0.0131,13;24;23;22;20;18;7;,39;76;72;68;60;54;,"LINESTRING (-96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844)",,,0.004;0.002;0.004;0.005;0.004;0.002;,0.004;0.002;0.004;0.005;0.004;0.002;,
,712,13,8,12,7,13->8,2,3,,,0,auto,am,239.8177,0.0192,0.0416,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0416,0.0416,0.0240,0.0149,13;12;3;1;2;6;8;,38;35;5;1;4;16;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324)",,,0.003;0.004;0.004;0.006;0.005;0.002;,0.003;0.004;0.004;0.006;0.005;0.002;,
,713,13,8,12,7,13->8,0,1,,,0,auto,am,240.7623,0.0192,0.0404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0404,0.0404,0.0190,0.0118,13;12;3;4;5;6;8;,38;35;6;9;12;16;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324)",,,0.003;0.004;0.004;0.002;0.004;0.002;,0.003;0.004;0.004;0.002;0.004;0.002;,
,714,13,8,12,7,13->8,1,2,,,0,auto,am,119.4200,0.0192,0.0437,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0437,0.0437,0.0280,0.0174,13;12;3;4;5;9;8;,38;35;6;9;13;24;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324)",,,0.003;0.004;0.004;0.002;0.005;0.010;,0.003;0.004;0.004;0.002;0.005;0.010;,
,715,13,9,12,8,13->9,1,2,,,0,auto,am,516.3981,0.0595,0.0258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0258,0.0258,0.0180,0.0112,13;12;3;4;5;9;,38;35;6;9;13;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596)",,,0.003;0.004;0.004;0.002;0.005;,0.003;0.004;0.004;0.002;0.005;,
,716,13,9,12,8,13->9,0,1,,,0,auto,am,83.6020,0.0595,0.0363,0.0116,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0363,0.0363,0.0170,0.0106,13;12;11;10;9;,38;36;32;26;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596)",,,0.003;0.006;0.005;0.003;,0.003;0.006;0.005;0.003;,
,717,13,10,12,9,13->10,0,1,,,0,auto,am,1142.5236,0.0337,0.0293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0293,0.0293,0.0140,0.0087,13;12;11;10;,38;36;32;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271)",,,0.003;0.006;0.005;,0.003;0.006;0.005;,
,718,13,10,12,9,13->10,1,2,,,0,auto,am,757.4764,0.0337,0.0329,0.0027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0329,0.0329,0.0210,0.0131,13;12;3;4;5;9;10;,38;35;6;9;13;25;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271)",,,0.003;0.004;0.004;0.002;0.005;0.003;,0.003;0.004;0.004;0.002;0.005;0.003;,
,719,13,11,12,10,13->11,0,1,,,0,auto,am,702.4253,0.0546,0.0171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0171,0.0171,0.0090,0.0056,13;12;11;,38;36;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.746841 43.544131)",,,0.003;0.006;,0.003;0.006;,
,720,13,11,12,10,13->11,1,2,,,0,auto,am,297.5747,0.0546,0.0211,0.0035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0211,0.0211,0.0170,0.0106,13;12;3;4;11;,38;35;6;10;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131)",,,0.003;0.004;0.004;0.006;,0.003;0.004;0.004;0.006;,
,721,13,14,12,13,13->14,1,2,,,0,auto,am,300.2712,0.0262,0.0314,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0314,0.0314,0.0130,0.0081,13;12;11;14;,38;36;34;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306)",,,0.003;0.006;0.004;,0.003;0.006;0.004;,
,722,13,14,12,13,13->14,0,1,,,0,auto,am,299.7288,0.0262,0.0340,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0340,0.0340,0.0100,0.0062,13;24;23;14;,39;76;71;,"LINESTRING (-96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306)",,,0.004;0.002;0.004;,0.004;0.002;0.004;,
,723,13,15,12,14,13->15,4,5,,,0,auto,am,141.8070,0.0365,0.0438,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0438,0.0438,0.0200,0.0124,13;12;11;10;15;,38;36;32;28;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401)",,,0.003;0.006;0.005;0.006;,0.003;0.006;0.005;0.006;,
,724,13,15,12,14,13->15,2,3,,,0,auto,am,68.4150,0.0365,0.0447,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0447,0.0447,0.0180,0.0112,13;12;11;14;15;,38;36;34;41;,"LINESTRING (-96.793377 43.490707, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)",,,0.003;0.006;0.004;0.005;,0.003;0.006;0.004;0.005;,
