od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,path_FF_travel_time_min,distance_km,distance_mile,OD0,OD1,OD2,OD3,OD4,
14961,98,73,92,67,11,6,p,AM,4.42,1,24.2458,39.0116,24.2458,0.000000,0.000000,0.000000,0.000000,0.000000,
14962,98,74,92,68,11,6,p,AM,1.36,1,29.5606,47.5629,29.5605,0.000000,0.000000,0.000000,0.000000,0.000000,
14963,98,75,92,69,11,6,p,AM,1.22,1,28.1576,45.3055,28.1575,0.000000,0.000000,0.000000,0.000000,0.000000,
14964,98,76,92,70,11,7,p,AM,12.18,1,23.2874,37.4694,23.2874,0.000000,0.000000,0.000000,0.000000,0.000000,
14965,98,77,92,71,11,7,p,AM,34.70,1,21.6125,34.7745,21.6125,0.000000,0.000000,0.000000,0.000000,0.000000,
14966,98,78,92,72,11,8,p,AM,22.15,1,18.6686,30.0379,18.6686,0.000000,0.000000,0.000000,0.000000,0.000000,
14967,98,79,92,73,11,8,p,AM,3.16,1,21.2567,34.2021,21.2567,0.000000,0.000000,0.000000,0.000000,0.000000,
14968,98,80,92,74,11,8,p,AM,48.40,1,16.5504,26.6297,16.5504,0.000000,0.000000,0.000000,0.000000,0.000000,
14969,98,81,92,75,11,7,p,AM,59.78,1,19.5198,31.4074,19.5198,0.000000,0.000000,0.000000,0.000000,0.000000,
14970,98,82,92,76,11,9,p,AM,67.37,1,13.6961,22.0370,13.6961,0.000000,0.000000,0.000000,0.000000,0.000000,
14971,98,83,92,77,11,15,p,AM,58.30,1,16.5689,26.6594,16.5689,0.000000,0.000000,0.000000,0.000000,0.000000,
14972,98,84,92,78,11,1,p,AM,32.04,1,14.0794,22.6538,14.0794,0.000000,0.000000,0.000000,0.000000,0.000000,
14973,98,85,92,79,11,9,p,AM,193.78,1,10.5851,17.0314,10.5851,0.000000,0.000000,0.000000,0.000000,0.000000,
14974,98,86,92,80,11,9,p,AM,108.63,1,9.9639,16.0318,9.9638,0.000000,0.000000,0.000000,0.000000,0.000000,
14975,98,87,92,81,11,9,p,AM,161.29,1,12.8944,20.7471,12.8944,0.000000,0.000000,0.000000,0.000000,0.000000,
14976,98,88,92,82,11,9,p,AM,292.11,1,7.5229,12.1044,7.5229,0.000000,0.000000,0.000000,0.000000,0.000000,
14977,98,89,92,83,11,10,p,AM,81.23,1,10.4535,16.8196,10.4535,0.000000,0.000000,0.000000,0.000000,0.000000,
14978,98,90,92,84,11,9,p,AM,63.84,1,8.9296,14.3677,8.9296,0.000000,0.000000,0.000000,0.000000,0.000000,
14979,98,91,92,85,11,9,p,AM,799.65,1,4.5949,7.3932,4.5949,0.000000,0.000000,0.000000,0.000000,0.000000,
14980,98,92,92,86,11,17,p,AM,29.35,1,13.4102,21.5770,13.4102,0.000000,0.000000,0.000000,0.000000,0.000000,
14981,98,93,92,87,11,10,p,AM,476.21,1,5.0012,8.0469,5.0012,0.000000,0.000000,0.000000,0.000000,0.000000,
14982,98,94,92,88,11,10,p,AM,24.74,1,7.9317,12.7621,7.9317,0.000000,0.000000,0.000000,0.000000,0.000000,
14983,98,95,92,89,11,10,p,AM,146.55,1,7.6455,12.3016,7.6455,0.000000,0.000000,0.000000,0.000000,0.000000,
14984,98,96,92,90,11,10,p,AM,17.21,1,10.5125,16.9146,10.5125,0.000000,0.000000,0.000000,0.000000,0.000000,
14985,98,97,92,91,11,11,p,AM,658.44,1,4.6336,7.4554,4.6336,0.000000,0.000000,0.000000,0.000000,0.000000,
14986,98,99,92,93,11,11,p,AM,181.83,1,7.8140,12.5727,7.8140,0.000000,0.000000,0.000000,0.000000,0.000000,
14987,98,100,92,94,11,11,p,AM,331.39,1,4.7150,7.5864,4.7150,0.000000,0.000000,0.000000,0.000000,0.000000,
14988,98,101,92,95,11,11,p,AM,59.22,1,10.3217,16.6076,10.3217,0.000000,0.000000,0.000000,0.000000,0.000000,
14989,98,102,92,96,11,12,p,AM,90.64,1,10.6351,17.1119,10.6351,0.000000,0.000000,0.000000,0.000000,0.000000,
14990,98,103,92,97,11,12,p,AM,44.67,1,13.5649,21.8260,13.5649,0.000000,0.000000,0.000000,0.000000,0.000000,
14991,98,104,92,98,11,12,p,AM,43.73,1,13.5688,21.8322,13.5688,0.000000,0.000000,0.000000,0.000000,0.000000,
14992,98,106,92,99,11,11,p,AM,81.31,1,10.1961,16.4055,10.1961,0.000000,0.000000,0.000000,0.000000,0.000000,
14993,98,107,92,100,11,11,p,AM,124.64,1,7.6455,12.3016,7.6455,0.000000,0.000000,0.000000,0.000000,0.000000,
14994,98,108,92,101,11,11,p,AM,38.69,1,13.4926,21.7096,13.4926,0.000000,0.000000,0.000000,0.000000,0.000000,
14995,98,109,92,102,11,11,p,AM,71.63,1,10.7589,17.3111,10.7589,0.000000,0.000000,0.000000,0.000000,0.000000,
14996,98,110,92,103,11,13,p,AM,26.94,1,13.9634,22.4670,13.9634,0.000000,0.000000,0.000000,0.000000,0.000000,
14997,98,111,92,104,11,11,p,AM,59.09,1,12.5015,20.1149,12.5015,0.000000,0.000000,0.000000,0.000000,0.000000,
14998,98,112,92,105,11,13,p,AM,14.27,1,17.0140,27.3755,17.0140,0.000000,0.000000,0.000000,0.000000,0.000000,
14999,98,113,92,106,11,13,p,AM,54.43,1,17.7844,28.6151,17.7844,0.000000,0.000000,0.000000,0.000000,0.000000,
15000,98,114,92,107,11,13,p,AM,2.46,1,17.9621,28.9010,17.9621,0.000000,0.000000,0.000000,0.000000,0.000000,
15001,98,115,92,108,11,13,p,AM,11.80,1,20.9517,33.7113,20.9517,0.000000,0.000000,0.000000,0.000000,0.000000,
15002,98,116,92,109,11,14,p,AM,13.16,1,22.7759,36.6465,22.7759,0.000000,0.000000,0.000000,0.000000,0.000000,
15003,98,118,92,110,11,14,p,AM,15.04,1,25.8838,41.6469,25.8837,0.000000,0.000000,0.000000,0.000000,0.000000,
15004,98,121,92,111,11,14,p,AM,19.46,1,18.8466,30.3241,18.8466,0.000000,0.000000,0.000000,0.000000,0.000000,
15005,98,123,92,112,11,14,p,AM,10.68,1,21.7752,35.0363,21.7752,0.000000,0.000000,0.000000,0.000000,0.000000,
15006,98,125,92,113,11,5,p,AM,0.12,1,38.6274,62.1515,38.6274,0.000000,0.000000,0.000000,0.000000,0.000000,
15007,98,127,92,114,11,15,p,AM,0.18,1,36.8278,59.2559,36.8278,0.000000,0.000000,0.000000,0.000000,0.000000,
15008,98,129,92,115,11,5,p,AM,2.98,1,32.8901,52.9202,32.8901,0.000000,0.000000,0.000000,0.000000,0.000000,
15009,98,130,92,116,11,5,p,AM,2.38,1,35.6378,57.3412,35.6378,0.000000,0.000000,0.000000,0.000000,0.000000,
15010,98,131,92,117,11,5,p,AM,2.34,1,31.0873,50.0195,31.0873,0.000000,0.000000,0.000000,0.000000,0.000000,
15011,98,132,92,118,11,15,p,AM,2.14,1,33.9601,54.6419,33.9601,0.000000,0.000000,0.000000,0.000000,0.000000,
15012,98,133,92,119,11,5,p,AM,10.02,1,27.5405,44.3126,27.5405,0.000000,0.000000,0.000000,0.000000,0.000000,
15013,98,134,92,120,11,5,p,AM,6.26,1,29.7365,47.8460,29.7365,0.000000,0.000000,0.000000,0.000000,0.000000,
15014,98,135,92,121,11,7,p,AM,22.39,1,24.4898,39.4042,24.4898,0.000000,0.000000,0.000000,0.000000,0.000000,
15015,98,136,92,122,11,15,p,AM,16.39,1,28.0920,45.2001,28.0920,0.000000,0.000000,0.000000,0.000000,0.000000,
15016,98,137,92,123,11,16,p,AM,0.41,1,33.8400,54.4485,33.8399,0.000000,0.000000,0.000000,0.000000,0.000000,
15017,98,141,92,124,11,15,p,AM,3.56,1,28.0367,45.1110,28.0367,0.000000,0.000000,0.000000,0.000000,0.000000,
15018,98,142,92,125,11,15,p,AM,3.85,1,30.8454,49.6302,30.8453,0.000000,0.000000,0.000000,0.000000,0.000000,
15019,98,143,92,126,11,15,p,AM,5.20,1,25.3217,40.7426,25.3217,0.000000,0.000000,0.000000,0.000000,0.000000,
15020,98,144,92,127,11,16,p,AM,1.43,1,28.1336,45.2670,28.1336,0.000000,0.000000,0.000000,0.000000,0.000000,
15021,98,145,92,128,11,15,p,AM,32.51,1,20.5670,33.0923,20.5670,0.000000,0.000000,0.000000,0.000000,0.000000,
15022,98,146,92,129,11,15,p,AM,13.55,1,25.0974,40.3818,25.0974,0.000000,0.000000,0.000000,0.000000,0.000000,
15023,98,147,92,130,11,15,p,AM,127.04,1,19.1792,30.8593,19.1792,0.000000,0.000000,0.000000,0.000000,0.000000,
15024,98,148,92,131,11,15,p,AM,50.60,1,22.1688,35.6696,22.1688,0.000000,0.000000,0.000000,0.000000,0.000000,
15025,98,149,92,132,11,19,p,AM,5.37,1,28.9404,46.5651,28.9404,0.000000,0.000000,0.000000,0.000000,0.000000,
15026,98,153,92,133,11,16,p,AM,17.30,1,23.0819,37.1388,23.0819,0.000000,0.000000,0.000000,0.000000,0.000000,
15027,98,154,92,134,11,16,p,AM,11.78,1,25.9489,41.7518,25.9489,0.000000,0.000000,0.000000,0.000000,0.000000,
15028,98,155,92,135,11,16,p,AM,13.98,1,19.5459,31.4493,19.5458,0.000000,0.000000,0.000000,0.000000,0.000000,
15029,98,156,92,136,11,19,p,AM,6.96,1,22.4187,36.0717,22.4187,0.000000,0.000000,0.000000,0.000000,0.000000,
15030,98,157,92,137,11,15,p,AM,103.92,1,16.1292,25.9519,16.1292,0.000000,0.000000,0.000000,0.000000,0.000000,
15031,98,158,92,138,11,15,p,AM,43.97,1,18.9962,30.5649,18.9962,0.000000,0.000000,0.000000,0.000000,0.000000,
15032,98,159,92,139,11,17,p,AM,118.28,1,13.3815,21.5308,13.3815,0.000000,0.000000,0.000000,0.000000,0.000000,
15033,98,160,92,140,11,17,p,AM,37.82,1,16.3120,26.2460,16.3120,0.000000,0.000000,0.000000,0.000000,0.000000,
15034,98,161,92,141,11,17,p,AM,42.55,1,16.6524,26.7937,16.6524,0.000000,0.000000,0.000000,0.000000,0.000000,
15035,98,170,92,142,11,5,p,AM,0.08,1,46.3686,74.6071,46.3686,0.000000,0.000000,0.000000,0.000000,0.000000,
15036,98,190,92,143,11,19,p,AM,1.19,1,36.9256,59.4133,36.9256,0.000000,0.000000,0.000000,0.000000,0.000000,
15037,98,191,92,144,11,19,p,AM,2.78,1,36.7881,59.1920,36.7881,0.000000,0.000000,0.000000,0.000000,0.000000,
15038,98,210,92,145,11,18,p,AM,0.01,1,48.7243,78.3975,48.7243,0.000000,0.000000,0.000000,0.000000,0.000000,
15039,98,219,92,146,11,18,p,AM,0.03,1,46.3685,74.6069,46.3685,0.000000,0.000000,0.000000,0.000000,0.000000,
15040,98,220,92,147,11,18,p,AM,0.01,1,45.6525,73.4548,45.6525,0.000000,0.000000,0.000000,0.000000,0.000000,
15041,98,221,92,148,11,18,p,AM,1.02,1,42.5806,68.5122,42.5806,0.000000,0.000000,0.000000,0.000000,0.000000,
15042,98,229,92,149,11,18,p,AM,0.17,1,37.5832,60.4714,37.5832,0.000000,0.000000,0.000000,0.000000,0.000000,
15043,98,230,92,150,11,18,p,AM,0.07,1,40.6338,65.3798,40.6338,0.000000,0.000000,0.000000,0.000000,0.000000,
15044,98,231,92,151,11,18,p,AM,0.09,1,39.6298,63.7643,39.6298,0.000000,0.000000,0.000000,0.000000,0.000000,
15045,98,232,92,152,11,18,p,AM,2.13,1,36.1619,58.1845,36.1619,0.000000,0.000000,0.000000,0.000000,0.000000,
15046,98,233,92,153,11,18,p,AM,0.31,1,38.8392,62.4922,38.8392,0.000000,0.000000,0.000000,0.000000,0.000000,
15047,98,267,92,154,11,16,p,AM,12.68,1,21.2492,34.1899,21.2492,0.000000,0.000000,0.000000,0.000000,0.000000,
15048,98,268,92,155,11,19,p,AM,3.28,1,24.3047,39.1062,24.3047,0.000000,0.000000,0.000000,0.000000,0.000000,
15049,98,269,92,156,11,19,p,AM,8.18,1,17.8026,28.6444,17.8026,0.000000,0.000000,0.000000,0.000000,0.000000,
15050,98,279,92,157,11,12,p,AM,6.59,1,16.4443,26.4589,16.4443,0.000000,0.000000,0.000000,0.000000,0.000000,
15051,98,287,92,158,11,20,p,AM,4.38,1,36.6457,58.9629,36.6457,0.000000,0.000000,0.000000,0.000000,0.000000,
15052,98,288,92,159,11,20,p,AM,3.85,1,39.3980,63.3914,39.3980,0.000000,0.000000,0.000000,0.000000,0.000000,
15053,98,356,92,160,11,13,p,AM,45.63,1,20.5761,33.1070,20.5761,0.000000,0.000000,0.000000,0.000000,0.000000,
15054,98,357,92,161,11,21,p,AM,13.55,1,32.0384,51.5498,32.0384,0.000000,0.000000,0.000000,0.000000,0.000000,
15055,98,377,92,162,11,22,p,AM,12.00,1,73.0135,117.4787,73.0135,0.000000,0.000000,0.000000,0.000000,0.000000,
15056,98,387,92,167,11,21,p,AM,140.00,1,39.9385,64.2610,39.9385,0.000000,0.000000,0.000000,0.000000,0.000000,
15057,99,1,93,0,11,6,p,AM,1.52,1,28.1604,45.3102,28.1605,0.000000,0.000000,0.000000,0.000000,0.000000,
15058,99,2,93,1,11,6,p,AM,2.53,1,28.2480,45.4510,28.2480,0.000000,0.000000,0.000000,0.000000,0.000000,
15059,99,3,93,2,11,2,p,AM,4.52,1,25.7783,41.4773,25.7783,0.000000,0.000000,0.000000,0.000000,0.000000,
15060,99,4,93,3,11,2,p,AM,4.84,1,25.5200,41.0616,25.5200,0.000000,0.000000,0.000000,0.000000,0.000000,
15061,99,5,93,4,11,2,p,AM,15.84,1,22.6679,36.4727,22.6679,0.000000,0.000000,0.000000,0.000000,0.000000,
15062,99,6,93,5,11,1,p,AM,3.86,1,28.7856,46.3160,28.7856,0.000000,0.000000,0.000000,0.000000,0.000000,
15063,99,7,93,6,11,1,p,AM,7.07,1,27.3661,44.0321,27.3661,0.000000,0.000000,0.000000,0.000000,0.000000,
15064,99,8,93,7,11,8,p,AM,0.65,1,28.4949,45.8483,28.4949,0.000000,0.000000,0.000000,0.000000,0.000000,
15065,99,9,93,8,11,8,p,AM,2.91,1,27.1997,43.7644,27.1997,0.000000,0.000000,0.000000,0.000000,0.000000,
15066,99,10,93,9,11,1,p,AM,4.11,1,24.1364,38.8354,24.1363,0.000000,0.000000,0.000000,0.000000,0.000000,
15067,99,11,93,10,11,1,p,AM,4.56,1,21.2668,34.2182,21.2668,0.000000,0.000000,0.000000,0.000000,0.000000,
15068,99,12,93,11,11,2,p,AM,6.90,1,23.5765,37.9346,23.5765,0.000000,0.000000,0.000000,0.000000,0.000000,
15069,99,13,93,12,11,2,p,AM,14.77,1,20.8985,33.6257,20.8985,0.000000,0.000000,0.000000,0.000000,0.000000,
15070,99,14,93,13,11,2,p,AM,12.64,1,25.5635,41.1316,25.5635,0.000000,0.000000,0.000000,0.000000,0.000000,
15071,99,15,93,14,11,2,p,AM,12.35,1,21.3927,34.4209,21.3927,0.000000,0.000000,0.000000,0.000000,0.000000,
15072,99,16,93,15,11,3,p,AM,53.01,1,18.4588,29.7002,18.4588,0.000000,0.000000,0.000000,0.000000,0.000000,
15073,99,17,93,16,11,3,p,AM,28.91,1,20.4475,32.9000,20.4475,0.000000,0.000000,0.000000,0.000000,0.000000,
15074,99,18,93,17,11,3,p,AM,35.90,1,18.9384,30.4719,18.9384,0.000000,0.000000,0.000000,0.000000,0.000000,
15075,99,19,93,18,11,3,p,AM,13.94,1,17.4542,28.0839,17.4542,0.000000,0.000000,0.000000,0.000000,0.000000,
15076,99,20,93,19,11,3,p,AM,20.88,1,15.4186,24.8086,15.4186,0.000000,0.000000,0.000000,0.000000,0.000000,
15077,99,21,93,20,11,3,p,AM,16.98,1,16.9897,27.3365,16.9897,0.000000,0.000000,0.000000,0.000000,0.000000,
15078,99,22,93,21,11,3,p,AM,18.18,1,16.5684,26.6585,16.5684,0.000000,0.000000,0.000000,0.000000,0.000000,
15079,99,23,93,22,11,3,p,AM,93.45,1,14.4152,23.1941,14.4152,0.000000,0.000000,0.000000,0.000000,0.000000,
15080,99,24,93,23,11,9,p,AM,29.37,1,13.2044,21.2459,13.2044,0.000000,0.000000,0.000000,0.000000,0.000000,
15081,99,25,93,24,11,9,p,AM,39.10,1,13.7855,22.1809,13.7855,0.000000,0.000000,0.000000,0.000000,0.000000,
15082,99,26,93,25,11,9,p,AM,118.88,1,10.6967,17.2111,10.6967,0.000000,0.000000,0.000000,0.000000,0.000000,
15083,99,27,93,26,11,4,p,AM,66.96,1,10.3247,16.6124,10.3247,0.000000,0.000000,0.000000,0.000000,0.000000,
15084,99,28,93,27,11,4,p,AM,58.76,1,14.5106,23.3475,14.5106,0.000000,0.000000,0.000000,0.000000,0.000000,
15085,99,29,93,28,11,4,p,AM,140.22,1,11.5794,18.6312,11.5794,0.000000,0.000000,0.000000,0.000000,0.000000,
15086,99,30,93,29,11,11,p,AM,65.04,1,8.3170,13.3820,8.3170,0.000000,0.000000,0.000000,0.000000,0.000000,
15087,99,31,93,30,11,4,p,AM,98.32,1,7.3865,11.8849,7.3865,0.000000,0.000000,0.000000,0.000000,0.000000,
15088,99,32,93,31,11,11,p,AM,209.07,1,4.8744,7.8429,4.8744,0.000000,0.000000,0.000000,0.000000,0.000000,
15089,99,33,93,32,11,11,p,AM,103.49,1,8.3934,13.5050,8.3934,0.000000,0.000000,0.000000,0.000000,0.000000,
15090,99,34,93,33,11,4,p,AM,88.12,1,7.9250,12.7513,7.9250,0.000000,0.000000,0.000000,0.000000,0.000000,
15091,99,35,93,34,11,4,p,AM,33.56,1,11.5794,18.6312,11.5794,0.000000,0.000000,0.000000,0.000000,0.000000,
15092,99,36,93,35,11,4,p,AM,81.41,1,11.8121,19.0057,11.8121,0.000000,0.000000,0.000000,0.000000,0.000000,
15093,99,37,93,36,11,7,p,AM,1.57,1,33.5063,53.9116,33.5063,0.000000,0.000000,0.000000,0.000000,0.000000,
15094,99,39,93,37,11,5,p,AM,0.05,1,47.5189,76.4580,47.5189,0.000000,0.000000,0.000000,0.000000,0.000000,
15095,99,41,93,38,11,5,p,AM,3.11,1,44.5909,71.7468,44.5909,0.000000,0.000000,0.000000,0.000000,0.000000,
15096,99,42,93,39,11,5,p,AM,1.02,1,45.3058,72.8970,45.3058,0.000000,0.000000,0.000000,0.000000,0.000000,
15097,99,43,93,40,11,18,p,AM,0.08,1,41.4590,66.7075,41.4590,0.000000,0.000000,0.000000,0.000000,0.000000,
15098,99,44,93,41,11,5,p,AM,0.07,1,44.5706,71.7141,44.5706,0.000000,0.000000,0.000000,0.000000,0.000000,
15099,99,45,93,42,11,18,p,AM,2.12,1,38.5920,62.0945,38.5920,0.000000,0.000000,0.000000,0.000000,0.000000,
15100,99,46,93,43,11,5,p,AM,0.10,1,41.5200,66.8056,41.5200,0.000000,0.000000,0.000000,0.000000,0.000000,
15101,99,47,93,44,11,18,p,AM,0.08,1,39.4887,63.5374,39.4887,0.000000,0.000000,0.000000,0.000000,0.000000,
15102,99,48,93,45,11,18,p,AM,0.11,1,39.4665,63.5015,39.4665,0.000000,0.000000,0.000000,0.000000,0.000000,
15103,99,49,93,46,11,6,p,AM,0.08,1,36.5601,58.8252,36.5601,0.000000,0.000000,0.000000,0.000000,0.000000,
15104,99,50,93,47,11,18,p,AM,0.19,1,36.5385,58.7904,36.5385,0.000000,0.000000,0.000000,0.000000,0.000000,
15105,99,51,93,48,11,6,p,AM,1.02,1,37.7259,60.7009,37.7259,0.000000,0.000000,0.000000,0.000000,0.000000,
15106,99,52,93,49,11,6,p,AM,0.11,1,33.0054,53.1056,33.0054,0.000000,0.000000,0.000000,0.000000,0.000000,
15107,99,53,93,50,11,6,p,AM,0.13,1,34.8273,56.0370,34.8272,0.000000,0.000000,0.000000,0.000000,0.000000,
15108,99,56,93,51,11,5,p,AM,0.02,1,50.8512,81.8195,50.8512,0.000000,0.000000,0.000000,0.000000,0.000000,
15109,99,58,93,52,11,5,p,AM,1.16,1,41.6987,67.0933,41.6987,0.000000,0.000000,0.000000,0.000000,0.000000,
15110,99,59,93,53,11,5,p,AM,1.03,1,44.5683,71.7104,44.5683,0.000000,0.000000,0.000000,0.000000,0.000000,
15111,99,60,93,54,11,5,p,AM,0.14,1,43.8945,70.6262,43.8945,0.000000,0.000000,0.000000,0.000000,0.000000,
15112,99,61,93,55,11,5,p,AM,0.06,1,47.9274,77.1152,47.9274,0.000000,0.000000,0.000000,0.000000,0.000000,
15113,99,62,93,56,11,5,p,AM,0.12,1,38.7581,62.3618,38.7581,0.000000,0.000000,0.000000,0.000000,0.000000,
15114,99,63,93,57,11,5,p,AM,3.16,1,41.3635,66.5538,41.3635,0.000000,0.000000,0.000000,0.000000,0.000000,
15115,99,64,93,58,11,5,p,AM,6.84,1,36.4179,58.5964,36.4179,0.000000,0.000000,0.000000,0.000000,0.000000,
15116,99,65,93,59,11,5,p,AM,0.22,1,39.1636,63.0142,39.1636,0.000000,0.000000,0.000000,0.000000,0.000000,
15117,99,66,93,60,11,7,p,AM,2.21,1,33.8372,54.4440,33.8372,0.000000,0.000000,0.000000,0.000000,0.000000,
15118,99,67,93,61,11,7,p,AM,1.23,1,35.8640,57.7051,35.8640,0.000000,0.000000,0.000000,0.000000,0.000000,
15119,99,68,93,62,11,7,p,AM,2.52,1,31.5192,50.7144,31.5192,0.000000,0.000000,0.000000,0.000000,0.000000,
15120,99,69,93,63,11,7,p,AM,0.86,1,33.4842,53.8761,33.4842,0.000000,0.000000,0.000000,0.000000,0.000000,
15121,99,70,93,64,11,6,p,AM,0.18,1,32.0958,51.6422,32.0958,0.000000,0.000000,0.000000,0.000000,0.000000,
15122,99,71,93,65,11,6,p,AM,1.23,1,33.8865,54.5234,33.8865,0.000000,0.000000,0.000000,0.000000,0.000000,
15123,99,72,93,66,11,6,p,AM,3.62,1,30.2009,48.5933,30.2009,0.000000,0.000000,0.000000,0.000000,0.000000,
15124,99,73,93,67,11,6,p,AM,4.94,1,31.8726,51.2830,31.8726,0.000000,0.000000,0.000000,0.000000,0.000000,
15125,99,74,93,68,11,6,p,AM,0.24,1,31.1471,50.1157,31.1471,0.000000,0.000000,0.000000,0.000000,0.000000,
15126,99,75,93,69,11,6,p,AM,0.15,1,29.7441,47.8583,29.7441,0.000000,0.000000,0.000000,0.000000,0.000000,
15127,99,76,93,70,11,7,p,AM,2.87,1,30.3352,48.8093,30.3352,0.000000,0.000000,0.000000,0.000000,0.000000,
15128,99,77,93,71,11,7,p,AM,7.77,1,28.6603,46.1144,28.6603,0.000000,0.000000,0.000000,0.000000,0.000000,
15129,99,78,93,72,11,8,p,AM,3.42,1,25.7164,41.3777,25.7164,0.000000,0.000000,0.000000,0.000000,0.000000,
15130,99,79,93,73,11,8,p,AM,4.45,1,28.3045,45.5419,28.3045,0.000000,0.000000,0.000000,0.000000,0.000000,
15131,99,80,93,74,11,8,p,AM,9.14,1,23.5982,37.9695,23.5982,0.000000,0.000000,0.000000,0.000000,0.000000,
15132,99,81,93,75,11,7,p,AM,11.89,1,26.5676,42.7473,26.5676,0.000000,0.000000,0.000000,0.000000,0.000000,
15133,99,82,93,76,11,9,p,AM,9.25,1,20.7439,33.3769,20.7439,0.000000,0.000000,0.000000,0.000000,0.000000,
15134,99,83,93,77,11,15,p,AM,10.67,1,23.6167,37.9993,23.6167,0.000000,0.000000,0.000000,0.000000,0.000000,
15135,99,84,93,78,11,1,p,AM,4.42,1,21.1272,33.9937,21.1272,0.000000,0.000000,0.000000,0.000000,0.000000,
15136,99,85,93,79,11,9,p,AM,23.80,1,17.6329,28.3713,17.6329,0.000000,0.000000,0.000000,0.000000,0.000000,
15137,99,86,93,80,11,9,p,AM,18.53,1,17.0116,27.3717,17.0116,0.000000,0.000000,0.000000,0.000000,0.000000,
15138,99,87,93,81,11,9,p,AM,27.81,1,19.9422,32.0869,19.9422,0.000000,0.000000,0.000000,0.000000,0.000000,
15139,99,88,93,82,11,9,p,AM,48.45,1,14.5003,23.3310,14.5003,0.000000,0.000000,0.000000,0.000000,0.000000,
15140,99,89,93,83,11,10,p,AM,13.92,1,17.4309,28.0463,17.4309,0.000000,0.000000,0.000000,0.000000,0.000000,
15141,99,90,93,84,11,9,p,AM,8.29,1,15.9774,25.7076,15.9774,0.000000,0.000000,0.000000,0.000000,0.000000,
15142,99,91,93,85,11,9,p,AM,112.07,1,11.5723,18.6199,11.5723,0.000000,0.000000,0.000000,0.000000,0.000000,
15143,99,92,93,86,11,17,p,AM,11.88,1,15.0953,24.2884,15.0953,0.000000,0.000000,0.000000,0.000000,0.000000,
15144,99,93,93,87,11,10,p,AM,83.76,1,10.8055,17.3861,10.8055,0.000000,0.000000,0.000000,0.000000,0.000000,
15145,99,94,93,88,11,10,p,AM,4.25,1,13.7360,22.1013,13.7361,0.000000,0.000000,0.000000,0.000000,0.000000,
15146,99,95,93,89,11,10,p,AM,94.72,1,7.7549,12.4776,7.7549,0.000000,0.000000,0.000000,0.000000,0.000000,
15147,99,96,93,90,11,10,p,AM,11.98,1,10.6219,17.0906,10.6219,0.000000,0.000000,0.000000,0.000000,0.000000,
15148,99,97,93,91,11,11,p,AM,207.27,1,7.1932,11.5738,7.1932,0.000000,0.000000,0.000000,0.000000,0.000000,
15149,99,98,93,92,11,11,p,AM,196.70,1,7.8140,12.5727,7.8140,0.000000,0.000000,0.000000,0.000000,0.000000,
15150,99,100,93,94,11,11,p,AM,223.09,1,4.8244,7.7624,4.8244,0.000000,0.000000,0.000000,0.000000,0.000000,
15151,99,101,93,95,11,11,p,AM,146.13,1,4.2330,6.8109,4.2330,0.000000,0.000000,0.000000,0.000000,0.000000,
15152,99,102,93,96,11,12,p,AM,59.31,1,10.7445,17.2879,10.7445,0.000000,0.000000,0.000000,0.000000,0.000000,
15153,99,103,93,97,11,12,p,AM,27.38,1,13.6743,22.0020,13.6743,0.000000,0.000000,0.000000,0.000000,0.000000,
15154,99,104,93,98,11,12,p,AM,30.82,1,13.6782,22.0083,13.6782,0.000000,0.000000,0.000000,0.000000,0.000000,
15155,99,106,93,99,11,11,p,AM,180.02,1,4.1075,6.6089,4.1075,0.000000,0.000000,0.000000,0.000000,0.000000,
15156,99,107,93,100,11,11,p,AM,93.47,1,7.7549,12.4776,7.7549,0.000000,0.000000,0.000000,0.000000,0.000000,
15157,99,108,93,101,11,11,p,AM,90.14,1,7.4040,11.9130,7.4040,0.000000,0.000000,0.000000,0.000000,0.000000,
15158,99,109,93,102,11,11,p,AM,68.33,1,10.8683,17.4871,10.8683,0.000000,0.000000,0.000000,0.000000,0.000000,
15159,99,110,93,103,11,13,p,AM,71.68,1,11.8854,19.1235,11.8854,0.000000,0.000000,0.000000,0.000000,0.000000,
15160,99,111,93,104,11,11,p,AM,164.73,1,6.4129,10.3183,6.4129,0.000000,0.000000,0.000000,0.000000,0.000000,
15161,99,112,93,105,11,13,p,AM,29.75,1,14.9360,24.0320,14.9360,0.000000,0.000000,0.000000,0.000000,0.000000,
15162,99,113,93,106,11,13,p,AM,84.24,1,9.5855,15.4230,9.5855,0.000000,0.000000,0.000000,0.000000,0.000000,
15163,99,114,93,107,11,13,p,AM,12.42,1,15.8841,25.5575,15.8841,0.000000,0.000000,0.000000,0.000000,0.000000,
15164,99,115,93,108,11,13,p,AM,22.89,1,18.8737,30.3678,18.8737,0.000000,0.000000,0.000000,0.000000,0.000000,
15165,99,116,93,109,11,14,p,AM,34.17,1,10.4546,16.8215,10.4546,0.000000,0.000000,0.000000,0.000000,0.000000,
15166,99,118,93,110,11,14,p,AM,43.76,1,13.4461,21.6348,13.4461,0.000000,0.000000,0.000000,0.000000,0.000000,
15167,99,121,93,111,11,14,p,AM,31.09,1,21.1587,34.0443,21.1587,0.000000,0.000000,0.000000,0.000000,0.000000,
